Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Coca-Cola,$0.65 ,"11,500","$7,475.00 "
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Diet Coke,$0.60 ,"9,000","$5,400.00 "
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Sprite,$0.55 ,"8,250","$4,537.50 "
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Fanta,$0.55 ,"7,750","$4,262.50 "
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Powerade,$0.65 ,"8,000","$5,200.00 "
Sodapop,1185732,8/7/2022,1,Southeast,Florida,Dasani Water,$0.70 ,"9,750","$6,825.00 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Coca-Cola,$0.65 ,"11,250","$7,312.50 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Diet Coke,$0.60 ,"9,000","$5,400.00 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Sprite,$0.55 ,"8,250","$4,537.50 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Fanta,$0.45 ,"7,750","$3,487.50 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Powerade,$0.55 ,"7,500","$4,125.00 "
Sodapop,1185732,9/8/2022,1,Southeast,Florida,Dasani Water,$0.60 ,"9,250","$5,550.00 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Coca-Cola,$0.55 ,"10,500","$5,775.00 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Diet Coke,$0.50 ,"8,500","$4,250.00 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Sprite,$0.45 ,"7,500","$3,375.00 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Fanta,$0.45 ,"7,250","$3,262.50 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Powerade,$0.55 ,"7,250","$3,987.50 "
Sodapop,1185732,8/9/2022,1,Southeast,Florida,Dasani Water,$0.60 ,"8,250","$4,950.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Coca-Cola,$0.60 ,"10,000","$6,000.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Diet Coke,$0.50 ,"8,250","$4,125.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Sprite,$0.50 ,"7,250","$3,625.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Fanta,$0.50 ,"7,000","$3,500.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Powerade,$0.60 ,"7,000","$4,200.00 "
Sodapop,1185732,10/10/2022,1,Southeast,Florida,Dasani Water,$0.65 ,"8,250","$5,362.50 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Coca-Cola,$0.60 ,"9,750","$5,850.00 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Diet Coke,$0.50 ,"8,000","$4,000.00 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Sprite,$0.50 ,"7,450","$3,725.00 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Fanta,$0.50 ,"7,750","$3,875.00 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Powerade,$0.65 ,"7,500","$4,875.00 "
Sodapop,1185732,9/11/2022,1,Southeast,Florida,Dasani Water,$0.70 ,"8,500","$5,950.00 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Coca-Cola,$0.65 ,"10,750","$6,987.50 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Diet Coke,$0.55 ,"8,750","$4,812.50 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Sprite,$0.55 ,"8,250","$4,537.50 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Fanta,$0.55 ,"7,750","$4,262.50 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Powerade,$0.65 ,"7,750","$5,037.50 "
Sodapop,1185732,8/12/2022,1,Southeast,Florida,Dasani Water,$0.70 ,"8,750","$6,125.00 "
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Coca-Cola,$0.35 ,"4,500","$1,575.00 "
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Diet Coke,$0.35 ,"2,500",$875.00 
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Sprite,$0.25 ,"2,500",$625.00 
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Fanta,$0.30 ,"1,000",$300.00 
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$675.00 
Sodapop,1185732,13/1/2022,1,Midwest,Minnesota,Dasani Water,$0.35 ,"2,500",$875.00 
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Coca-Cola,$0.35 ,"5,000","$1,750.00 "
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Diet Coke,$0.35 ,"1,500",$525.00 
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Sprite,$0.25 ,"2,000",$500.00 
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Fanta,$0.30 ,750,$225.00 
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$675.00 
Sodapop,1185732,13/2/2022,1,Midwest,Minnesota,Dasani Water,$0.35 ,"2,250",$787.50 
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Coca-Cola,$0.40 ,"4,450","$1,780.00 "
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Diet Coke,$0.40 ,"1,250",$500.00 
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Sprite,$0.30 ,"1,750",$525.00 
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Fanta,$0.35 ,250,$87.50 
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Powerade,$0.50 ,750,$375.00 
Sodapop,1185732,12/3/2022,1,Midwest,Minnesota,Dasani Water,$0.40 ,"1,750",$700.00 
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Coca-Cola,$0.40 ,"4,000","$1,600.00 "
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Diet Coke,$0.40 ,"1,000",$400.00 
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Sprite,$0.30 ,"1,000",$300.00 
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Fanta,$0.35 ,250,$87.50 
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Powerade,$0.50 ,500,$250.00 
Sodapop,1185732,13/4/2022,1,Midwest,Minnesota,Dasani Water,$0.40 ,"1,750",$700.00 
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Coca-Cola,$0.50 ,"4,450","$2,225.00 "
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Diet Coke,$0.45 ,"1,500",$675.00 
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Sprite,$0.40 ,"1,250",$500.00 
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Fanta,$0.40 ,500,$200.00 
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Powerade,$0.55 ,750,$412.50 
Sodapop,1185732,14/5/2022,1,Midwest,Minnesota,Dasani Water,$0.60 ,"1,750","$1,050.00 "
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Coca-Cola,$0.45 ,"4,250","$1,912.50 "
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Diet Coke,$0.40 ,"1,750",$700.00 
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Sprite,$0.35 ,"1,750",$612.50 
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Fanta,$0.35 ,"1,500",$525.00 
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Powerade,$0.50 ,"1,500",$750.00 
Sodapop,1185732,13/6/2022,1,Midwest,Minnesota,Dasani Water,$0.55 ,"3,250","$1,787.50 "
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Coca-Cola,$0.50 ,"5,500","$2,750.00 "
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Diet Coke,$0.45 ,"3,000","$1,350.00 "
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Sprite,$0.40 ,"2,250",$900.00 
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Fanta,$0.40 ,"1,750",$700.00 
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Powerade,$0.50 ,"2,000","$1,000.00 "
Sodapop,1185732,12/7/2022,1,Midwest,Minnesota,Dasani Water,$0.55 ,"3,750","$2,062.50 "
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Coca-Cola,$0.50 ,"5,250","$2,625.00 "
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Diet Coke,$0.45 ,"3,000","$1,350.00 "
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Sprite,$0.40 ,"2,250",$900.00 
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Fanta,$0.35 ,"1,750",$612.50 
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$675.00 
Sodapop,1185732,13/8/2022,1,Midwest,Minnesota,Dasani Water,$0.50 ,"3,250","$1,625.00 "
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Coca-Cola,$0.45 ,"4,500","$2,025.00 "
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Diet Coke,$0.40 ,"2,500","$1,000.00 "
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Sprite,$0.25 ,"1,500",$375.00 
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Fanta,$0.25 ,"1,250",$312.50 
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Powerade,$0.35 ,"1,250",$437.50 
Sodapop,1185732,14/9/2022,1,Midwest,Minnesota,Dasani Water,$0.40 ,"2,000",$800.00 
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Coca-Cola,$0.45 ,"3,750","$1,687.50 "
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Diet Coke,$0.35 ,"2,000",$700.00 
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Sprite,$0.35 ,"1,000",$350.00 
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Fanta,$0.35 ,750,$262.50 
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Powerade,$0.45 ,750,$337.50 
Sodapop,1185732,13/10/2022,1,Midwest,Minnesota,Dasani Water,$0.50 ,"2,000","$1,000.00 "
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Coca-Cola,$0.50 ,"3,500","$1,750.00 "
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Diet Coke,$0.40 ,"2,000",$800.00 
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Sprite,$0.40 ,"1,450",$580.00 
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Fanta,$0.40 ,"1,500",$600.00 
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Powerade,$0.55 ,"1,250",$687.50 
Sodapop,1185732,13/11/2022,1,Midwest,Minnesota,Dasani Water,$0.60 ,"2,250","$1,350.00 "
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Coca-Cola,$0.55 ,"4,750","$2,612.50 "
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Diet Coke,$0.45 ,"2,750","$1,237.50 "
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Sprite,$0.45 ,"2,250","$1,012.50 "
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Fanta,$0.45 ,"1,750",$787.50 
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Powerade,$0.55 ,"1,750",$962.50 
Sodapop,1185732,12/12/2022,1,Midwest,Minnesota,Dasani Water,$0.60 ,"2,750","$1,650.00 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Coca-Cola,$0.35 ,"4,750","$1,662.50 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Fanta,$0.45 ,"3,250","$1,462.50 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Powerade,$0.50 ,"2,750","$1,375.00 "
DreamCo,1189833,17/1/2022,1,Midwest,Montana,Dasani Water,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Coca-Cola,$0.35 ,"5,250","$1,837.50 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,500","$2,025.00 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Fanta,$0.45 ,"3,000","$1,350.00 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Powerade,$0.50 ,"2,250","$1,125.00 "
DreamCo,1189833,17/2/2022,1,Midwest,Montana,Dasani Water,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Coca-Cola,$0.35 ,"5,750","$2,012.50 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Fanta,$0.45 ,"3,250","$1,462.50 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Powerade,$0.50 ,"2,000","$1,000.00 "
DreamCo,1189833,16/3/2022,1,Midwest,Montana,Dasani Water,$0.45 ,"4,000","$1,800.00 "
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Coca-Cola,$0.45 ,"5,750","$2,587.50 "
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"3,750","$1,687.50 "
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,000","$1,800.00 "
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Fanta,$0.40 ,"3,000","$1,200.00 "
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Powerade,$0.45 ,"2,000",$900.00 
DreamCo,1189833,17/4/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"3,750","$2,250.00 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Coca-Cola,$0.40 ,"5,750","$2,300.00 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Fanta,$0.40 ,"3,250","$1,300.00 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Powerade,$0.45 ,"2,250","$1,012.50 "
DreamCo,1189833,18/5/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,000","$2,400.00 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Coca-Cola,$0.40 ,"6,750","$2,700.00 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"5,250","$2,362.50 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Sprite,$0.45 ,"5,500","$2,475.00 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Fanta,$0.40 ,"4,250","$1,700.00 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Powerade,$0.45 ,"3,000","$1,350.00 "
DreamCo,1189833,17/6/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"6,000","$3,600.00 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Coca-Cola,$0.40 ,"7,500","$3,000.00 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"6,000","$2,700.00 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Sprite,$0.45 ,"5,500","$2,475.00 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Fanta,$0.40 ,"4,500","$1,800.00 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Powerade,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,16/7/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,750","$2,850.00 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Coca-Cola,$0.45 ,"6,750","$3,037.50 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Diet Coke,$0.55 ,"6,250","$3,437.50 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Sprite,$0.50 ,"5,000","$2,500.00 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Fanta,$0.45 ,"4,250","$1,912.50 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Powerade,$0.55 ,"4,250","$2,337.50 "
DreamCo,1189833,17/8/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,000","$2,400.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Coca-Cola,$0.45 ,"6,000","$2,700.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Diet Coke,$0.50 ,"6,000","$3,000.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,500","$2,025.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Fanta,$0.45 ,"4,000","$1,800.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Powerade,$0.55 ,"4,000","$2,200.00 "
DreamCo,1189833,18/9/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,500","$2,700.00 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Coca-Cola,$0.45 ,"5,500","$2,475.00 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Diet Coke,$0.50 ,"5,500","$2,750.00 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,000","$1,800.00 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Fanta,$0.45 ,"3,750","$1,687.50 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Powerade,$0.55 ,"3,500","$1,925.00 "
DreamCo,1189833,17/10/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,000","$2,400.00 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Coca-Cola,$0.40 ,"5,750","$2,300.00 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Diet Coke,$0.45 ,"5,750","$2,587.50 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Sprite,$0.40 ,"4,250","$1,700.00 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Fanta,$0.40 ,"4,250","$1,700.00 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Powerade,$0.55 ,"3,750","$2,062.50 "
DreamCo,1189833,17/11/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"4,750","$2,850.00 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Coca-Cola,$0.45 ,"6,750","$3,037.50 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Diet Coke,$0.50 ,"6,750","$3,375.00 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Sprite,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Fanta,$0.45 ,"4,750","$2,137.50 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Powerade,$0.55 ,"4,000","$2,200.00 "
DreamCo,1189833,16/12/2022,1,Midwest,Montana,Dasani Water,$0.60 ,"5,000","$3,000.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Coca-Cola,$0.20 ,"7,000","$1,400.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Diet Coke,$0.30 ,"7,000","$2,100.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Sprite,$0.30 ,"5,000","$1,500.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Fanta,$0.35 ,"5,000","$1,750.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Powerade,$0.40 ,"3,500","$1,400.00 "
BevCo,1197831,4/1/2022,1,South,Tennessee,Dasani Water,$0.35 ,"5,000","$1,750.00 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Coca-Cola,$0.25 ,"6,500","$1,625.00 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Diet Coke,$0.35 ,"6,250","$2,187.50 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Sprite,$0.35 ,"4,500","$1,575.00 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Fanta,$0.35 ,"4,000","$1,400.00 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Powerade,$0.40 ,"2,750","$1,100.00 "
BevCo,1197831,3/2/2022,1,South,Tennessee,Dasani Water,$0.35 ,"4,750","$1,662.50 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Coca-Cola,$0.30 ,"6,500","$1,950.00 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Diet Coke,$0.40 ,"6,500","$2,600.00 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Sprite,$0.30 ,"4,750","$1,425.00 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Fanta,$0.35 ,"3,750","$1,312.50 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Powerade,$0.40 ,"2,750","$1,100.00 "
BevCo,1197831,5/3/2022,1,South,Tennessee,Dasani Water,$0.35 ,"4,250","$1,487.50 "
BevCo,1197831,4/4/2022,1,South,Tennessee,Coca-Cola,$0.20 ,"6,750","$1,350.00 "
BevCo,1197831,4/4/2022,1,South,Tennessee,Diet Coke,$0.25 ,"6,750","$1,687.50 "
BevCo,1197831,4/4/2022,1,South,Tennessee,Sprite,$0.20 ,"5,000","$1,000.00 "
BevCo,1197831,4/4/2022,1,South,Tennessee,Fanta,$0.25 ,"4,000","$1,000.00 "
BevCo,1197831,4/4/2022,1,South,Tennessee,Powerade,$0.30 ,"3,000",$900.00 
BevCo,1197831,4/4/2022,1,South,Tennessee,Dasani Water,$0.25 ,"5,750","$1,437.50 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Coca-Cola,$0.15 ,"7,250","$1,087.50 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Diet Coke,$0.25 ,"7,500","$1,875.00 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Sprite,$0.20 ,"6,000","$1,200.00 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Fanta,$0.30 ,"5,250","$1,575.00 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Powerade,$0.45 ,"4,250","$1,912.50 "
BevCo,1197831,4/5/2022,1,South,Tennessee,Dasani Water,$0.40 ,"7,750","$3,100.00 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Coca-Cola,$0.40 ,"7,750","$3,100.00 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Diet Coke,$0.45 ,"7,750","$3,487.50 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Sprite,$0.40 ,"6,500","$2,600.00 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Fanta,$0.40 ,"6,000","$2,400.00 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Powerade,$0.45 ,"5,000","$2,250.00 "
BevCo,1197831,3/6/2022,1,South,Tennessee,Dasani Water,$0.50 ,"8,750","$4,375.00 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Coca-Cola,$0.40 ,"8,250","$3,300.00 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Diet Coke,$0.45 ,"8,250","$3,712.50 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Sprite,$0.40 ,"9,750","$3,900.00 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Fanta,$0.40 ,"5,750","$2,300.00 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Powerade,$0.45 ,"5,500","$2,475.00 "
BevCo,1197831,5/7/2022,1,South,Tennessee,Dasani Water,$0.55 ,"8,250","$4,537.50 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Coca-Cola,$0.45 ,"7,750","$3,487.50 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Diet Coke,$0.55 ,"7,750","$4,262.50 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Sprite,$0.50 ,"9,500","$4,750.00 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Fanta,$0.45 ,"4,750","$2,137.50 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Powerade,$0.50 ,"4,750","$2,375.00 "
BevCo,1197831,7/8/2022,1,South,Tennessee,Dasani Water,$0.55 ,"7,250","$3,987.50 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Coca-Cola,$0.50 ,"6,750","$3,375.00 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Diet Coke,$0.50 ,"6,250","$3,125.00 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Sprite,$0.55 ,"6,750","$3,712.50 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Fanta,$0.55 ,"4,000","$2,200.00 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Powerade,$0.50 ,"4,000","$2,000.00 "
BevCo,1197831,4/9/2022,1,South,Tennessee,Dasani Water,$0.45 ,"6,250","$2,812.50 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Coca-Cola,$0.35 ,"5,750","$2,012.50 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Diet Coke,$0.35 ,"5,750","$2,012.50 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Sprite,$0.40 ,"5,250","$2,100.00 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Fanta,$0.40 ,"3,750","$1,500.00 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Powerade,$0.35 ,"3,500","$1,225.00 "
BevCo,1197831,3/10/2022,1,South,Tennessee,Dasani Water,$0.45 ,"5,250","$2,362.50 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Coca-Cola,$0.30 ,"6,750","$2,025.00 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Diet Coke,$0.30 ,"6,750","$2,025.00 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Sprite,$0.55 ,"6,000","$3,300.00 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Fanta,$0.55 ,"4,750","$2,612.50 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Powerade,$0.55 ,"4,500","$2,475.00 "
BevCo,1197831,4/11/2022,1,South,Tennessee,Dasani Water,$0.65 ,"6,500","$4,225.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Coca-Cola,$0.55 ,"8,000","$4,400.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Diet Coke,$0.55 ,"8,000","$4,400.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Sprite,$0.60 ,"7,000","$4,200.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Fanta,$0.60 ,"5,500","$3,300.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Powerade,$0.55 ,"5,000","$2,750.00 "
BevCo,1197831,3/12/2022,1,South,Tennessee,Dasani Water,$0.65 ,"7,500","$4,875.00 "
Sodapop,1185732,11/1/2022,1,Midwest,Nebraska,Coca-Cola,$0.35 ,"4,250","$1,487.50 "
Sodapop,1185732,11/1/2022,1,Midwest,Nebraska,Diet Coke,$0.35 ,"2,250",$787.50 
Sodapop,1185732,11/1/2022,1,Midwest,Nebraska,Sprite,$0.25 ,"2,250",$562.50 
Sodapop,1185732,11/1/2022,1,Midwest,Nebraska,Fanta,$0.30 ,750,$225.00 
